,Summary
1349,Mostly Cloudy
1350,Clear
1351,Clear
1352,Mostly Cloudy
1353,Overcast
1354,Overcast
1355,Overcast
1356,Mostly Cloudy
1357,Mostly Cloudy
1358,Mostly Cloudy
1359,Mostly Cloudy
1360,Partly Cloudy
1361,Partly Cloudy
1362,Partly Cloudy
1363,Partly Cloudy
1364,Partly Cloudy
1365,Partly Cloudy
1366,Clear
1367,Clear
1368,Clear
1369,Clear
1370,Mostly Cloudy
1371,Clear
1372,Clear
1373,Partly Cloudy
1374,Partly Cloudy
1375,Partly Cloudy
1376,Partly Cloudy
1377,Partly Cloudy
1378,Partly Cloudy
1379,Partly Cloudy
1380,Partly Cloudy
1381,Mostly Cloudy
1382,Mostly Cloudy
1383,Mostly Cloudy
1384,Mostly Cloudy
1385,Partly Cloudy
1386,Partly Cloudy
1387,Partly Cloudy
1388,Partly Cloudy
1389,Partly Cloudy
1390,Partly Cloudy
1391,Partly Cloudy
1392,Partly Cloudy
1393,Mostly Cloudy
1394,Partly Cloudy
1395,Mostly Cloudy
1396,Mostly Cloudy
1397,Mostly Cloudy
1398,Mostly Cloudy
1399,Partly Cloudy
1400,Partly Cloudy
1401,Mostly Cloudy
1402,Mostly Cloudy
1403,Mostly Cloudy
1404,Mostly Cloudy
1405,Partly Cloudy
1406,Partly Cloudy
1407,Partly Cloudy
1408,Partly Cloudy
1409,Partly Cloudy
1410,Mostly Cloudy
1411,Mostly Cloudy
1412,Overcast
1413,Overcast
1414,Overcast
1415,Overcast
1416,Mostly Cloudy
1417,Mostly Cloudy
1418,Clear
1419,Mostly Cloudy
1420,Partly Cloudy
1421,Mostly Cloudy
1422,Mostly Cloudy
1423,Overcast
1424,Overcast
1425,Overcast
1426,Partly Cloudy
1427,Partly Cloudy
1428,Partly Cloudy
1429,Partly Cloudy
1430,Partly Cloudy
1431,Partly Cloudy
1432,Partly Cloudy
1433,Partly Cloudy
1434,Partly Cloudy
1435,Partly Cloudy
1436,Partly Cloudy
1437,Partly Cloudy
1438,Partly Cloudy
1439,Partly Cloudy
1440,Partly Cloudy
1441,Clear
1442,Partly Cloudy
1443,Clear
1444,Clear
1445,Partly Cloudy
1446,Clear
1447,Partly Cloudy
1448,Partly Cloudy
1449,Partly Cloudy
1450,Mostly Cloudy
1451,Mostly Cloudy
1452,Mostly Cloudy
1453,Mostly Cloudy
1454,Mostly Cloudy
1455,Mostly Cloudy
1456,Mostly Cloudy
1457,Partly Cloudy
1458,Partly Cloudy
1459,Partly Cloudy
1460,Partly Cloudy
1461,Mostly Cloudy
1462,Partly Cloudy
1463,Partly Cloudy
1464,Overcast
1465,Mostly Cloudy
1466,Overcast
1467,Overcast
1468,Overcast
1469,Overcast
1470,Overcast
1471,Foggy
1472,Foggy
1473,Foggy
1474,Foggy
1475,Foggy
1476,Mostly Cloudy
1477,Mostly Cloudy
1478,Mostly Cloudy
1479,Mostly Cloudy
1480,Overcast
1481,Overcast
1482,Overcast
1483,Overcast
1484,Mostly Cloudy
1485,Overcast
1486,Overcast
1487,Overcast
1488,Overcast
1489,Clear
1490,Overcast
1491,Overcast
1492,Overcast
1493,Mostly Cloudy
1494,Clear
1495,Foggy
1496,Foggy
1497,Partly Cloudy
1498,Partly Cloudy
1499,Partly Cloudy
1500,Partly Cloudy
1501,Partly Cloudy
1502,Mostly Cloudy
1503,Mostly Cloudy
1504,Mostly Cloudy
1505,Partly Cloudy
1506,Partly Cloudy
1507,Clear
1508,Clear
1509,Clear
1510,Clear
1511,Clear
1512,Clear
1513,Foggy
1514,Partly Cloudy
1515,Clear
1516,Partly Cloudy
1517,Partly Cloudy
1518,Mostly Cloudy
1519,Mostly Cloudy
1520,Foggy
1521,Clear
1522,Clear
1523,Clear
1524,Clear
1525,Partly Cloudy
1526,Partly Cloudy
1527,Partly Cloudy
1528,Clear
1529,Clear
1530,Foggy
1531,Foggy
1532,Foggy
1533,Foggy
1534,Foggy
1535,Foggy
1536,Foggy
1537,Foggy
1538,Foggy
1539,Foggy
1540,Foggy
1541,Foggy
1542,Foggy
1543,Foggy
1544,Foggy
1545,Foggy
1546,Foggy
1547,Foggy
1548,Foggy
1549,Foggy
1550,Foggy
1551,Foggy
1552,Foggy
1553,Foggy
1554,Foggy
1555,Foggy
1556,Foggy
1557,Foggy
1558,Foggy
1559,Foggy
1560,Foggy
1561,Foggy
1562,Foggy
1563,Foggy
1564,Foggy
1565,Foggy
1566,Foggy
1567,Foggy
1568,Foggy
1569,Foggy
1570,Foggy
1571,Foggy
1572,Foggy
1573,Foggy
1574,Foggy
1575,Foggy
1576,Foggy
1577,Foggy
1578,Foggy
1579,Foggy
1580,Foggy
1581,Foggy
1582,Foggy
1583,Foggy
1584,Foggy
1585,Foggy
1586,Foggy
1587,Foggy
1588,Foggy
1589,Foggy
1590,Foggy
1591,Foggy
1592,Foggy
1593,Foggy
1594,Foggy
1595,Foggy
1596,Foggy
1597,Foggy
1598,Foggy
1599,Foggy
1600,Foggy
1601,Foggy
1602,Foggy
1603,Foggy
1604,Foggy
1605,Foggy
1606,Foggy
1607,Foggy
1608,Foggy
1609,Foggy
1610,Foggy
1611,Foggy
1612,Foggy
1613,Foggy
1614,Foggy
1615,Foggy
1616,Foggy
1617,Foggy
1618,Foggy
1619,Foggy
1620,Foggy
1621,Foggy
1622,Foggy
1623,Foggy
1624,Foggy
1625,Foggy
1626,Foggy
1627,Foggy
1628,Foggy
1629,Foggy
1630,Foggy
1631,Foggy
1632,Foggy
1633,Foggy
1634,Foggy
1635,Foggy
1636,Foggy
1637,Foggy
1638,Foggy
1639,Foggy
1640,Foggy
1641,Foggy
1642,Foggy
1643,Foggy
1644,Foggy
1645,Foggy
1646,Foggy
1647,Foggy
1648,Foggy
1649,Foggy
1650,Foggy
1651,Foggy
1652,Foggy
1653,Foggy
1654,Foggy
1655,Foggy
1656,Foggy
1657,Foggy
1658,Foggy
1659,Foggy
1660,Foggy
1661,Foggy
1662,Foggy
1663,Foggy
1664,Foggy
1665,Foggy
1666,Foggy
1667,Foggy
1668,Foggy
1669,Foggy
1670,Foggy
1671,Foggy
1672,Foggy
1673,Foggy
1674,Foggy
1675,Foggy
1676,Foggy
1677,Foggy
1678,Foggy
1679,Foggy
1680,Foggy
1681,Overcast
1682,Foggy
1683,Foggy
1684,Foggy
1685,Foggy
1686,Foggy
1687,Overcast
1688,Overcast
1689,Overcast
1690,Overcast
1691,Overcast
1692,Overcast
1693,Overcast
1694,Overcast
1695,Overcast
1696,Overcast
1697,Overcast
1698,Overcast
1699,Overcast
1700,Overcast
1701,Overcast
1702,Overcast
1703,Breezy and Overcast
1704,Overcast
1705,Overcast
1706,Overcast
1707,Overcast
1708,Overcast
1709,Overcast
1710,Overcast
1711,Overcast
1712,Overcast
1713,Overcast
1714,Overcast
1715,Overcast
1716,Overcast
1717,Overcast
1718,Overcast
1719,Overcast
1720,Overcast
1721,Overcast
1722,Overcast
1723,Overcast
1724,Overcast
1725,Overcast
1726,Overcast
1727,Overcast
1728,Overcast
1729,Foggy
1730,Mostly Cloudy
1731,Mostly Cloudy
1732,Mostly Cloudy
1733,Overcast
1734,Mostly Cloudy
1735,Mostly Cloudy
1736,Mostly Cloudy
1737,Mostly Cloudy
1738,Mostly Cloudy
1739,Partly Cloudy
1740,Partly Cloudy
1741,Partly Cloudy
1742,Partly Cloudy
1743,Partly Cloudy
1744,Partly Cloudy
1745,Partly Cloudy
1746,Partly Cloudy
1747,Foggy
1748,Foggy
1749,Clear
1750,Foggy
1751,Foggy
1752,Overcast
1753,Overcast
1754,Overcast
1755,Overcast
1756,Overcast
1757,Overcast
1758,Overcast
1759,Overcast
1760,Mostly Cloudy
1761,Mostly Cloudy
1762,Mostly Cloudy
1763,Mostly Cloudy
1764,Partly Cloudy
1765,Partly Cloudy
1766,Partly Cloudy
1767,Partly Cloudy
1768,Partly Cloudy
1769,Partly Cloudy
1770,Clear
1771,Mostly Cloudy
1772,Mostly Cloudy
1773,Mostly Cloudy
1774,Mostly Cloudy
1775,Mostly Cloudy
1776,Overcast
1777,Overcast
1778,Overcast
1779,Mostly Cloudy
1780,Mostly Cloudy
1781,Clear
1782,Clear
1783,Clear
1784,Foggy
1785,Clear
1786,Clear
1787,Clear
1788,Clear
1789,Clear
1790,Partly Cloudy
1791,Partly Cloudy
1792,Clear
1793,Clear
1794,Clear
1795,Clear
1796,Overcast
1797,Overcast
1798,Overcast
1799,Overcast
1800,Overcast
1801,Mostly Cloudy
1802,Overcast
1803,Overcast
1804,Overcast
1805,Mostly Cloudy
1806,Mostly Cloudy
1807,Mostly Cloudy
1808,Mostly Cloudy
1809,Mostly Cloudy
1810,Mostly Cloudy
1811,Clear
1812,Clear
1813,Clear
1814,Partly Cloudy
1815,Partly Cloudy
1816,Clear
1817,Partly Cloudy
1818,Partly Cloudy
1819,Partly Cloudy
1820,Clear
1821,Clear
1822,Clear
1823,Clear
1824,Clear
1825,Foggy
1826,Foggy
1827,Foggy
1828,Clear
1829,Clear
1830,Foggy
1831,Clear
1832,Foggy
1833,Foggy
1834,Mostly Cloudy
1835,Foggy
1836,Foggy
1837,Mostly Cloudy
1838,Foggy
1839,Foggy
1840,Overcast
1841,Foggy
1842,Foggy
1843,Overcast
1844,Foggy
1845,Foggy
1846,Overcast
1847,Foggy
1848,Foggy
1849,Overcast
1850,Foggy
1851,Foggy
1852,Overcast
1853,Foggy
1854,Foggy
1855,Overcast
1856,Foggy
1857,Foggy
1858,Foggy
1859,Foggy
1860,Foggy
1861,Foggy
1862,Foggy
1863,Foggy
1864,Foggy
1865,Overcast
1866,Overcast
1867,Overcast
1868,Overcast
1869,Overcast
1870,Overcast
1871,Overcast
1872,Overcast
1873,Overcast
1874,Overcast
1875,Foggy
1876,Overcast
1877,Foggy
1878,Foggy
1879,Overcast
1880,Foggy
1881,Foggy
1882,Foggy
1883,Overcast
1884,Overcast
1885,Mostly Cloudy
1886,Mostly Cloudy
1887,Mostly Cloudy
1888,Partly Cloudy
1889,Overcast
1890,Overcast
1891,Mostly Cloudy
1892,Clear
1893,Clear
1894,Overcast
1895,Foggy
1896,Foggy
1897,Mostly Cloudy
1898,Foggy
1899,Foggy
1900,Partly Cloudy
1901,Foggy
1902,Foggy
1903,Partly Cloudy
1904,Clear
1905,Mostly Cloudy
1906,Partly Cloudy
1907,Mostly Cloudy
1908,Partly Cloudy
1909,Partly Cloudy
1910,Partly Cloudy
1911,Partly Cloudy
1912,Partly Cloudy
1913,Partly Cloudy
1914,Partly Cloudy
1915,Clear
1916,Partly Cloudy
1917,Partly Cloudy
1918,Clear
1919,Clear
1920,Clear
1921,Clear
1922,Clear
1923,Clear
1924,Mostly Cloudy
1925,Partly Cloudy
1926,Mostly Cloudy
1927,Mostly Cloudy
1928,Mostly Cloudy
1929,Mostly Cloudy
1930,Partly Cloudy
1931,Partly Cloudy
1932,Partly Cloudy
1933,Mostly Cloudy
1934,Clear
1935,Clear
1936,Partly Cloudy
1937,Clear
1938,Clear
1939,Clear
1940,Clear
1941,Clear
1942,Clear
1943,Foggy
1944,Foggy
1945,Clear
1946,Foggy
1947,Foggy
1948,Foggy
1949,Foggy
1950,Foggy
1951,Foggy
1952,Foggy
1953,Foggy
1954,Foggy
1955,Foggy
1956,Foggy
1957,Foggy
1958,Foggy
1959,Foggy
1960,Foggy
1961,Foggy
1962,Foggy
1963,Foggy
1964,Foggy
1965,Foggy
1966,Foggy
1967,Foggy
1968,Foggy
1969,Foggy
1970,Foggy
1971,Foggy
1972,Foggy
1973,Foggy
1974,Overcast
1975,Foggy
1976,Overcast
1977,Overcast
1978,Mostly Cloudy
1979,Mostly Cloudy
1980,Mostly Cloudy
1981,Partly Cloudy
1982,Partly Cloudy
1983,Mostly Cloudy
1984,Clear
1985,Clear
1986,Clear
1987,Clear
1988,Clear
1989,Partly Cloudy
1990,Partly Cloudy
1991,Foggy
1992,Foggy
1993,Mostly Cloudy
1994,Foggy
1995,Foggy
1996,Foggy
1997,Foggy
1998,Foggy
1999,Foggy
2000,Foggy
2001,Foggy
2002,Foggy
2003,Foggy
2004,Foggy
2005,Foggy
2006,Foggy
2007,Foggy
2008,Foggy
2009,Foggy
2010,Mostly Cloudy
2011,Mostly Cloudy
2012,Mostly Cloudy
2013,Mostly Cloudy
2014,Mostly Cloudy
2015,Overcast
2016,Foggy
2017,Partly Cloudy
2018,Foggy
2019,Foggy
2020,Foggy
2021,Foggy
2022,Partly Cloudy
2023,Foggy
2024,Foggy
2025,Foggy
2026,Clear
2027,Clear
2028,Clear
2029,Clear
2030,Clear
2031,Clear
2032,Clear
2033,Clear
2034,Clear
2035,Clear
2036,Clear
2037,Clear
2038,Clear
2039,Clear
2040,Clear
2041,Foggy
2042,Partly Cloudy
2043,Mostly Cloudy
2044,Partly Cloudy
2045,Partly Cloudy
2046,Clear
2047,Clear
2048,Clear
2049,Clear
2050,Clear
2051,Overcast
2052,Overcast
2053,Clear
2054,Clear
2055,Foggy
2056,Foggy
2057,Foggy
2058,Foggy
2059,Foggy
2060,Foggy
2061,Foggy
2062,Foggy
2063,Foggy
2064,Overcast
2065,Overcast
2066,Overcast
2067,Overcast
2068,Overcast
2069,Overcast
2070,Overcast
2071,Overcast
2072,Mostly Cloudy
2073,Overcast
2074,Overcast
2075,Overcast
2076,Mostly Cloudy
2077,Mostly Cloudy
2078,Mostly Cloudy
2079,Mostly Cloudy
2080,Overcast
2081,Overcast
2082,Overcast
2083,Overcast
2084,Overcast
2085,Overcast
2086,Overcast
2087,Overcast
2088,Overcast
2089,Foggy
2090,Mostly Cloudy
2091,Mostly Cloudy
2092,Foggy
2093,Foggy
2094,Foggy
2095,Foggy
2096,Foggy
2097,Foggy
2098,Foggy
2099,Mostly Cloudy
2100,Mostly Cloudy
2101,Mostly Cloudy
2102,Overcast
2103,Clear
2104,Clear
2105,Clear
2106,Clear
2107,Clear
2108,Clear
2109,Overcast
2110,Foggy
2111,Foggy
2112,Foggy
2113,Clear
2114,Foggy
2115,Foggy
2116,Foggy
2117,Foggy
2118,Foggy
2119,Foggy
2120,Foggy
2121,Clear
2122,Partly Cloudy
2123,Clear
2124,Partly Cloudy
2125,Clear
2126,Clear
2127,Clear
2128,Partly Cloudy
2129,Partly Cloudy
2130,Partly Cloudy
2131,Partly Cloudy
2132,Clear
2133,Clear
2134,Partly Cloudy
2135,Partly Cloudy
2136,Clear
2137,Partly Cloudy
2138,Partly Cloudy
2139,Partly Cloudy
2140,Mostly Cloudy
2141,Partly Cloudy
2142,Mostly Cloudy
2143,Mostly Cloudy
2144,Clear
2145,Mostly Cloudy
2146,Partly Cloudy
2147,Partly Cloudy
2148,Partly Cloudy
2149,Partly Cloudy
2150,Partly Cloudy
2151,Partly Cloudy
2152,Clear
2153,Clear
2154,Clear
2155,Clear
2156,Clear
2157,Clear
2158,Partly Cloudy
2159,Partly Cloudy
2160,Partly Cloudy
2161,Partly Cloudy
2162,Partly Cloudy
2163,Partly Cloudy
2164,Clear
2165,Clear
2166,Clear
2167,Mostly Cloudy
2168,Clear
2169,Clear
2170,Clear
2171,Partly Cloudy
2172,Partly Cloudy
2173,Partly Cloudy
2174,Partly Cloudy
2175,Partly Cloudy
2176,Mostly Cloudy
2177,Mostly Cloudy
2178,Mostly Cloudy
2179,Mostly Cloudy
2180,Clear
2181,Partly Cloudy
2182,Partly Cloudy
2183,Partly Cloudy
2184,Partly Cloudy
2185,Mostly Cloudy
2186,Partly Cloudy
2187,Partly Cloudy
2188,Partly Cloudy
2189,Clear
2190,Clear
2191,Clear
2192,Partly Cloudy
2193,Partly Cloudy
2194,Partly Cloudy
2195,Partly Cloudy
2196,Partly Cloudy
2197,Partly Cloudy
2198,Partly Cloudy
2199,Partly Cloudy
2200,Partly Cloudy
2201,Mostly Cloudy
2202,Mostly Cloudy
2203,Mostly Cloudy
2204,Partly Cloudy
2205,Partly Cloudy
2206,Partly Cloudy
2207,Overcast
2208,Overcast
2209,Overcast
2210,Overcast
2211,Overcast
2212,Overcast
2213,Overcast
2214,Overcast
2215,Overcast
2216,Foggy
2217,Overcast
2218,Overcast
2219,Overcast
2220,Mostly Cloudy
2221,Mostly Cloudy
2222,Mostly Cloudy
2223,Partly Cloudy
2224,Clear
2225,Clear
2226,Mostly Cloudy
2227,Overcast
2228,Overcast
2229,Overcast
2230,Overcast
2231,Overcast
2232,Foggy
2233,Foggy
2234,Foggy
2235,Foggy
2236,Foggy
2237,Foggy
2238,Foggy
2239,Foggy
2240,Foggy
2241,Foggy
2242,Foggy
2243,Foggy
2244,Foggy
2245,Foggy
2246,Foggy
2247,Foggy
2248,Foggy
2249,Foggy
2250,Foggy
2251,Foggy
2252,Foggy
2253,Foggy
2254,Foggy
2255,Foggy
2256,Foggy
2257,Mostly Cloudy
2258,Foggy
2259,Foggy
2260,Foggy
2261,Foggy
2262,Foggy
2263,Foggy
2264,Foggy
2265,Foggy
2266,Foggy
2267,Foggy
2268,Foggy
2269,Mostly Cloudy
2270,Partly Cloudy
2271,Clear
2272,Clear
2273,Clear
2274,Clear
2275,Clear
2276,Clear
2277,Clear
2278,Clear
2279,Clear
2280,Clear
2281,Partly Cloudy
2282,Overcast
2283,Overcast
2284,Partly Cloudy
2285,Overcast
2286,Overcast
2287,Clear
2288,Clear
2289,Mostly Cloudy
2290,Partly Cloudy
2291,Mostly Cloudy
2292,Mostly Cloudy
2293,Mostly Cloudy
2294,Overcast
2295,Mostly Cloudy
2296,Overcast
2297,Mostly Cloudy
2298,Overcast
2299,Overcast
2300,Overcast
2301,Overcast
2302,Mostly Cloudy
2303,Mostly Cloudy
2304,Partly Cloudy
2305,Mostly Cloudy
2306,Partly Cloudy
2307,Mostly Cloudy
2308,Mostly Cloudy
2309,Mostly Cloudy
2310,Partly Cloudy
2311,Mostly Cloudy
2312,Mostly Cloudy
2313,Partly Cloudy
2314,Partly Cloudy
2315,Partly Cloudy
2316,Partly Cloudy
2317,Partly Cloudy
2318,Partly Cloudy
2319,Partly Cloudy
2320,Partly Cloudy
2321,Partly Cloudy
2322,Partly Cloudy
2323,Partly Cloudy
2324,Clear
2325,Partly Cloudy
2326,Partly Cloudy
2327,Mostly Cloudy
2328,Mostly Cloudy
2329,Mostly Cloudy
2330,Overcast
2331,Overcast
2332,Overcast
2333,Clear
2334,Clear
2335,Overcast
2336,Mostly Cloudy
2337,Clear
2338,Overcast
2339,Partly Cloudy
2340,Overcast
2341,Partly Cloudy
2342,Mostly Cloudy
2343,Mostly Cloudy
2344,Overcast
2345,Overcast
2346,Mostly Cloudy
2347,Mostly Cloudy
2348,Clear
2349,Mostly Cloudy
2350,Mostly Cloudy
2351,Mostly Cloudy
2352,Mostly Cloudy
2353,Foggy
2354,Foggy
2355,Foggy
2356,Foggy
2357,Foggy
2358,Foggy
2359,Foggy
2360,Foggy
2361,Foggy
2362,Foggy
2363,Foggy
2364,Foggy
2365,Foggy
2366,Foggy
2367,Mostly Cloudy
2368,Mostly Cloudy
2369,Clear
2370,Clear
2371,Clear
2372,Overcast
2373,Overcast
2374,Overcast
2375,Overcast
2376,Overcast
2377,Foggy
2378,Foggy
2379,Foggy
2380,Foggy
2381,Foggy
2382,Overcast
2383,Foggy
2384,Foggy
2385,Overcast
2386,Overcast
2387,Foggy
2388,Foggy
2389,Foggy
2390,Foggy
2391,Foggy
2392,Foggy
2393,Foggy
2394,Foggy
2395,Foggy
2396,Foggy
2397,Foggy
2398,Overcast
2399,Foggy
2400,Foggy
2401,Mostly Cloudy
2402,Foggy
2403,Foggy
2404,Foggy
2405,Foggy
2406,Foggy
2407,Foggy
2408,Overcast
2409,Mostly Cloudy
2410,Mostly Cloudy
2411,Mostly Cloudy
2412,Overcast
2413,Mostly Cloudy
2414,Partly Cloudy
2415,Mostly Cloudy
2416,Partly Cloudy
2417,Partly Cloudy
2418,Mostly Cloudy
2419,Mostly Cloudy
2420,Mostly Cloudy
2421,Mostly Cloudy
2422,Mostly Cloudy
2423,Mostly Cloudy
2424,Mostly Cloudy
2425,Partly Cloudy
2426,Mostly Cloudy
2427,Mostly Cloudy
2428,Mostly Cloudy
2429,Mostly Cloudy
2430,Mostly Cloudy
2431,Partly Cloudy
2432,Partly Cloudy
2433,Partly Cloudy
2434,Partly Cloudy
2435,Partly Cloudy
2436,Mostly Cloudy
2437,Mostly Cloudy
2438,Mostly Cloudy
2439,Mostly Cloudy
2440,Partly Cloudy
2441,Partly Cloudy
2442,Mostly Cloudy
2443,Mostly Cloudy
2444,Mostly Cloudy
2445,Mostly Cloudy
2446,Mostly Cloudy
2447,Mostly Cloudy
2448,Partly Cloudy
2449,Partly Cloudy
2450,Mostly Cloudy
2451,Mostly Cloudy
2452,Mostly Cloudy
2453,Mostly Cloudy
2454,Mostly Cloudy
2455,Partly Cloudy
2456,Partly Cloudy
2457,Partly Cloudy
2458,Mostly Cloudy
2459,Partly Cloudy
2460,Partly Cloudy
2461,Partly Cloudy
2462,Partly Cloudy
2463,Partly Cloudy
2464,Partly Cloudy
2465,Partly Cloudy
2466,Partly Cloudy
2467,Partly Cloudy
2468,Partly Cloudy
2469,Partly Cloudy
2470,Partly Cloudy
2471,Partly Cloudy
2472,Overcast
2473,Foggy
2474,Overcast
2475,Foggy
2476,Foggy
2477,Overcast
2478,Foggy
2479,Foggy
2480,Foggy
2481,Foggy
2482,Foggy
2483,Foggy
2484,Foggy
2485,Foggy
2486,Foggy
2487,Overcast
2488,Foggy
2489,Overcast
2490,Overcast
2491,Overcast
2492,Overcast
2493,Overcast
2494,Overcast
2495,Overcast
2496,Clear
2497,Mostly Cloudy
2498,Mostly Cloudy
2499,Mostly Cloudy
2500,Mostly Cloudy
2501,Mostly Cloudy
2502,Mostly Cloudy
2503,Clear
2504,Mostly Cloudy
2505,Mostly Cloudy
2506,Mostly Cloudy
2507,Partly Cloudy
2508,Partly Cloudy
2509,Mostly Cloudy
2510,Mostly Cloudy
2511,Partly Cloudy
2512,Partly Cloudy
2513,Partly Cloudy
2514,Partly Cloudy
2515,Partly Cloudy
2516,Mostly Cloudy
2517,Mostly Cloudy
2518,Mostly Cloudy
2519,Mostly Cloudy
2520,Mostly Cloudy
2521,Overcast
2522,Mostly Cloudy
2523,Partly Cloudy
2524,Mostly Cloudy
2525,Partly Cloudy
2526,Overcast
2527,Overcast
2528,Mostly Cloudy
2529,Mostly Cloudy
2530,Mostly Cloudy
2531,Mostly Cloudy
2532,Mostly Cloudy
2533,Mostly Cloudy
2534,Partly Cloudy
2535,Overcast
2536,Overcast
2537,Overcast
2538,Overcast
2539,Overcast
2540,Foggy
2541,Foggy
2542,Foggy
2543,Foggy
2544,Overcast
2545,Mostly Cloudy
2546,Overcast
2547,Overcast
2548,Mostly Cloudy
2549,Mostly Cloudy
2550,Partly Cloudy
2551,Partly Cloudy
2552,Foggy
2553,Foggy
2554,Partly Cloudy
2555,Clear
2556,Partly Cloudy
2557,Mostly Cloudy
2558,Overcast
2559,Overcast
2560,Overcast
2561,Overcast
2562,Mostly Cloudy
2563,Overcast
2564,Mostly Cloudy
2565,Mostly Cloudy
2566,Partly Cloudy
2567,Partly Cloudy
2568,Mostly Cloudy
2569,Mostly Cloudy
2570,Mostly Cloudy
2571,Mostly Cloudy
2572,Mostly Cloudy
2573,Clear
2574,Mostly Cloudy
2575,Clear
2576,Clear
2577,Mostly Cloudy
2578,Partly Cloudy
2579,Partly Cloudy
2580,Mostly Cloudy
2581,Mostly Cloudy
2582,Mostly Cloudy
2583,Mostly Cloudy
2584,Overcast
2585,Overcast
2586,Overcast
2587,Overcast
2588,Overcast
2589,Overcast
2590,Partly Cloudy
2591,Partly Cloudy
2592,Overcast
2593,Overcast
2594,Overcast
2595,Overcast
2596,Overcast
2597,Overcast
2598,Overcast
2599,Overcast
2600,Overcast
2601,Overcast
2602,Overcast
2603,Clear
2604,Overcast
2605,Overcast
2606,Mostly Cloudy
2607,Overcast
2608,Overcast
2609,Mostly Cloudy
2610,Overcast
2611,Mostly Cloudy
2612,Overcast
2613,Overcast
2614,Overcast
2615,Overcast
2616,Overcast
2617,Overcast
2618,Overcast
2619,Overcast
2620,Overcast
2621,Overcast
2622,Mostly Cloudy
2623,Overcast
2624,Overcast
2625,Overcast
2626,Overcast
2627,Mostly Cloudy
2628,Mostly Cloudy
2629,Mostly Cloudy
2630,Overcast
2631,Overcast
2632,Mostly Cloudy
2633,Overcast
2634,Overcast
2635,Overcast
2636,Overcast
2637,Overcast
2638,Overcast
2639,Overcast
2640,Overcast
2641,Mostly Cloudy
2642,Overcast
2643,Overcast
2644,Overcast
2645,Foggy
2646,Mostly Cloudy
2647,Mostly Cloudy
2648,Mostly Cloudy
2649,Mostly Cloudy
2650,Mostly Cloudy
2651,Overcast
2652,Overcast
2653,Mostly Cloudy
2654,Mostly Cloudy
2655,Mostly Cloudy
2656,Overcast
2657,Overcast
2658,Overcast
2659,Overcast
2660,Overcast
2661,Overcast
2662,Overcast
2663,Overcast
2664,Overcast
2665,Clear
2666,Mostly Cloudy
2667,Mostly Cloudy
2668,Mostly Cloudy
2669,Partly Cloudy
2670,Partly Cloudy
2671,Mostly Cloudy
2672,Mostly Cloudy
2673,Partly Cloudy
2674,Partly Cloudy
2675,Mostly Cloudy
2676,Mostly Cloudy
2677,Mostly Cloudy
2678,Overcast
2679,Overcast
2680,Mostly Cloudy
2681,Partly Cloudy
2682,Partly Cloudy
2683,Partly Cloudy
2684,Clear
2685,Clear
2686,Clear
2687,Clear
2688,Clear
2689,Clear
2690,Clear
2691,Clear
2692,Mostly Cloudy
2693,Clear
2694,Clear
2695,Overcast
2696,Overcast
2697,Overcast
2698,Overcast
2699,Overcast
2700,Clear
2701,Overcast
2702,Overcast
2703,Overcast
2704,Overcast
2705,Overcast
2706,Overcast
2707,Overcast
2708,Overcast
2709,Overcast
2710,Foggy
2711,Foggy
2712,Overcast
2713,Overcast
2714,Foggy
2715,Foggy
2716,Overcast
2717,Overcast
2718,Overcast
2719,Overcast
2720,Overcast
2721,Overcast
2722,Overcast
2723,Overcast
2724,Overcast
2725,Overcast
2726,Overcast
2727,Mostly Cloudy
2728,Mostly Cloudy
2729,Overcast
2730,Overcast
2731,Overcast
2732,Overcast
2733,Overcast
2734,Overcast
2735,Overcast
2736,Overcast
2737,Overcast
2738,Overcast
2739,Overcast
2740,Overcast
2741,Overcast
2742,Overcast
2743,Overcast
2744,Overcast
2745,Overcast
2746,Overcast
2747,Overcast
2748,Overcast
2749,Overcast
2750,Overcast
2751,Overcast
2752,Overcast
2753,Overcast
2754,Overcast
2755,Overcast
2756,Overcast
2757,Overcast
2758,Overcast
2759,Overcast
2760,Foggy
2761,Partly Cloudy
2762,Overcast
2763,Foggy
2764,Foggy
2765,Foggy
2766,Foggy
2767,Foggy
2768,Foggy
2769,Partly Cloudy
2770,Clear
2771,Clear
2772,Clear
2773,Clear
2774,Clear
2775,Clear
2776,Clear
2777,Partly Cloudy
2778,Partly Cloudy
2779,Partly Cloudy
2780,Partly Cloudy
2781,Clear
2782,Clear
2783,Clear
2784,Partly Cloudy
2785,Clear
2786,Clear
2787,Clear
2788,Clear
2789,Clear
2790,Partly Cloudy
2791,Partly Cloudy
2792,Partly Cloudy
2793,Clear
2794,Clear
2795,Clear
2796,Clear
2797,Partly Cloudy
2798,Partly Cloudy
2799,Partly Cloudy
2800,Clear
2801,Clear
2802,Clear
2803,Clear
2804,Clear
2805,Clear
2806,Clear
2807,Clear
2808,Clear
2809,Mostly Cloudy
2810,Clear
2811,Clear
2812,Clear
2813,Clear
2814,Clear
2815,Clear
2816,Clear
2817,Mostly Cloudy
2818,Mostly Cloudy
2819,Mostly Cloudy
2820,Mostly Cloudy
2821,Mostly Cloudy
2822,Mostly Cloudy
2823,Mostly Cloudy
2824,Mostly Cloudy
2825,Overcast
